,AutoARIMA,N-BEATS,Prophet,Best model
FFS250X300E,1.8048780487804879,2.951219512195122,2.0,AutoARIMA
FFS250X300E/16,2.341463414634146,2.3780487804878048,2.231707317073171,Prophet
FFS250X400E,1.853658536585366,2.658536585365854,1.7560975609756098,Prophet
FFS250X400E/16,1.6829268292682926,2.792682926829268,1.7682926829268293,AutoARIMA
FFS250X500E,1.853658536585366,2.768292682926829,2.3048780487804876,AutoARIMA
FFS250X500E/16,2.6341463414634148,3.0121951219512195,2.707317073170732,AutoARIMA
FFS250X600E,0.5365853658536586,1.8780487804878048,1.2682926829268293,AutoARIMA
FFS250X600E/16,0.2926829268292683,1.9878048780487805,0.36585365853658536,AutoARIMA
FFS250X700E,0.12195121951219512,1.4268292682926829,0.1951219512195122,AutoARIMA
FFS250X700E/16,0.5609756097560976,1.4146341463414633,0.6097560975609756,AutoARIMA
FFS250X800E,1.3414634146341464,3.1097560975609757,1.475609756097561,AutoARIMA
FFS250X800E/16,1.170731707317073,3.1463414634146343,1.6829268292682926,AutoARIMA
FFS250X900E,0.0975609756097561,2.0609756097560976,0.0975609756097561,AutoARIMA
FFS300X1000E,2.8292682926829267,3.6463414634146343,2.817073170731707,Prophet
FFS300X1000E/16,2.6097560975609757,3.768292682926829,2.597560975609756,Prophet
FFS300X100E,1.2682926829268293,1.829268292682927,1.2804878048780488,AutoARIMA
FFS300X100E/16,0.14634146341463414,0.8780487804878049,0.14634146341463414,AutoARIMA
FFS300X200E,2.1097560975609757,3.1463414634146343,2.0365853658536586,Prophet
FFS300X200E/16,0.6341463414634146,1.5365853658536586,0.7682926829268293,AutoARIMA
FFS300X250E,0.0,1.2439024390243902,0.024390243902439025,AutoARIMA
FFS300X300E,1.6097560975609757,2.658536585365854,2.0609756097560976,AutoARIMA
FFS300X300E/16,0.9512195121951219,1.7317073170731707,1.1829268292682926,AutoARIMA
FFS300X400E,1.3170731707317074,2.475609756097561,1.6585365853658536,AutoARIMA
FFS300X400E/16,1.048780487804878,2.8292682926829267,1.4146341463414633,AutoARIMA
FFS300X500E,2.1219512195121952,3.2439024390243905,2.3780487804878048,AutoARIMA
FFS300X500E/16,4.219512195121951,5.280487804878049,4.085365853658536,Prophet
FFS300X600E,0.14634146341463414,1.2560975609756098,0.43902439024390244,AutoARIMA
FFS300X600E/16,0.17073170731707318,1.1585365853658536,0.34146341463414637,AutoARIMA
FFS300X700E,0.1951219512195122,2.3902439024390243,0.21951219512195122,AutoARIMA
FFS300X700E/16,0.0,1.9268292682926829,0.04878048780487805,AutoARIMA
FFS300X800E,0.3902439024390244,2.3780487804878048,0.6829268292682927,AutoARIMA
FFS300X800E/16,0.3902439024390244,1.548780487804878,0.3902439024390244,AutoARIMA
FFS300X900E,0.0,2.231707317073171,0.0,AutoARIMA
FFS300X900E/16,0.0,1.1585365853658536,0.0,AutoARIMA
FFS350X1000E,1.1951219512195121,1.5731707317073171,0.5975609756097561,Prophet
FFS350X1000E/16,0.6097560975609756,1.853658536585366,0.6829268292682927,AutoARIMA
FFS350X200E,0.14634146341463414,1.9634146341463414,0.15853658536585366,AutoARIMA
FFS350X200E/16,0.17073170731707318,1.9024390243902438,0.17073170731707318,AutoARIMA
FFS350X300E,0.17073170731707318,1.4634146341463414,0.17073170731707318,AutoARIMA
FFS350X300E/16,0.12195121951219512,1.3048780487804879,0.13414634146341464,AutoARIMA
FFS350X400E,0.2682926829268293,1.8170731707317074,0.2804878048780488,AutoARIMA
FFS350X400E/16,0.024390243902439025,2.3292682926829267,0.024390243902439025,AutoARIMA
FFS350X500E,0.3170731707317073,1.451219512195122,0.5975609756097561,AutoARIMA
FFS350X500E/16,0.24390243902439024,1.5121951219512195,0.3170731707317073,AutoARIMA
FFS350X600E,0.36585365853658536,1.5853658536585367,0.43902439024390244,AutoARIMA
FFS350X600E/16,0.04878048780487805,1.7560975609756098,0.04878048780487805,AutoARIMA
FFS350X700E,0.07317073170731707,1.1097560975609757,0.08536585365853659,AutoARIMA
FFS350X800E,0.24390243902439024,1.548780487804878,0.3048780487804878,AutoARIMA
FFS350X800E/16,0.21951219512195122,1.2682926829268293,0.25609756097560976,AutoARIMA
FFS350X900E,0.0,1.4390243902439024,0.0,AutoARIMA
FFS350X900E/16,0.024390243902439025,1.1829268292682926,0.024390243902439025,AutoARIMA
FFS400X1000E,2.048780487804878,2.8902439024390243,2.1341463414634148,AutoARIMA
FFS400X1000E/16,1.0975609756097562,2.5121951219512195,2.1219512195121952,AutoARIMA
FFS400X200E,1.0975609756097562,2.658536585365854,0.8292682926829268,Prophet
FFS400X200E/16,0.024390243902439025,2.5,0.024390243902439025,AutoARIMA
FFS400X300E,0.7073170731707317,2.097560975609756,0.9512195121951219,AutoARIMA
FFS400X300E/16,0.04878048780487805,4.2560975609756095,0.08536585365853659,AutoARIMA
FFS400X400E,0.3170731707317073,1.0365853658536586,0.6341463414634146,AutoARIMA
FFS400X400E/16,0.1951219512195122,1.7682926829268293,0.1951219512195122,AutoARIMA
FFS400X500E,1.4634146341463414,2.2804878048780486,1.5975609756097562,AutoARIMA
FFS400X500E/16,0.24390243902439024,1.7073170731707317,0.5609756097560976,AutoARIMA
FFS400X600E,0.3902439024390244,2.573170731707317,0.573170731707317,AutoARIMA
FFS400X600E/16,0.2682926829268293,1.6829268292682926,0.2926829268292683,AutoARIMA
FFS400X700E,0.04878048780487805,1.048780487804878,0.04878048780487805,AutoARIMA
FFS400X700E/16,0.04878048780487805,2.0,0.04878048780487805,AutoARIMA
FFS400X800E,0.24390243902439024,1.8048780487804879,0.6707317073170732,AutoARIMA
FFS400X800E/16,0.024390243902439025,2.6463414634146343,0.024390243902439025,AutoARIMA
FFS400X900E,0.024390243902439025,1.4878048780487805,0.024390243902439025,AutoARIMA
FFS400X900E/16,0.0,1.1341463414634145,0.0,AutoARIMA
FFS450X1000E,0.024390243902439025,1.5975609756097562,0.024390243902439025,AutoARIMA
FFS450X1000E/16,0.0,1.524390243902439,0.06097560975609756,AutoARIMA
FFS450X200E,0.0,2.731707317073171,0.0,AutoARIMA
FFS450X300E,0.07317073170731707,2.3902439024390243,0.07317073170731707,AutoARIMA
FFS450X500E,0.04878048780487805,1.548780487804878,0.04878048780487805,AutoARIMA
FFS500X1000E,1.5853658536585367,2.9878048780487805,1.6585365853658536,AutoARIMA
FFS500X1000E/16,0.3170731707317073,1.7073170731707317,0.4024390243902439,AutoARIMA
FFS500X200E,0.36585365853658536,1.6097560975609757,0.3902439024390244,AutoARIMA
FFS500X200E/16,0.0,1.3414634146341464,0.17073170731707318,AutoARIMA
FFS500X300E,0.3902439024390244,1.8414634146341464,0.5853658536585366,AutoARIMA
FFS500X300E/16,0.04878048780487805,2.792682926829268,0.04878048780487805,AutoARIMA
FFS500X400E,0.0975609756097561,1.548780487804878,0.2073170731707317,AutoARIMA
FFS500X400E/16,0.07317073170731707,0.8902439024390244,0.08536585365853659,AutoARIMA
FFS500X500E,1.3414634146341464,1.9634146341463414,1.2804878048780488,Prophet
FFS500X500E/16,0.2926829268292683,1.5,0.6463414634146342,AutoARIMA
FFS500X600E,0.07317073170731707,1.8780487804878048,0.07317073170731707,AutoARIMA
FFS500X600E/16,0.3170731707317073,1.4878048780487805,0.34146341463414637,AutoARIMA
FFS500X700E,0.024390243902439025,1.2317073170731707,0.024390243902439025,AutoARIMA
FFS500X800E,0.2682926829268293,1.1829268292682926,0.3170731707317073,AutoARIMA
FFS500X800E/16,0.0975609756097561,0.8414634146341463,0.3048780487804878,AutoARIMA
FFS500X900E,0.0,0.7926829268292683,0.0,AutoARIMA
FFS600X1000E,1.353658536585366,2.2560975609756095,0.975609756097561,Prophet
FFS600X1000E/16,0.0,1.7073170731707317,0.0,AutoARIMA
FFS600X200E,0.04878048780487805,1.2073170731707317,0.13414634146341464,AutoARIMA
FFS600X200E/16,0.0,0.7682926829268293,0.04878048780487805,AutoARIMA
FFS600X300E,0.04878048780487805,1.1219512195121952,0.08536585365853659,AutoARIMA
FFS600X400E,0.17073170731707318,1.3658536585365855,0.18292682926829268,AutoARIMA
FFS600X400E/16,0.07317073170731707,3.3048780487804876,0.07317073170731707,AutoARIMA
FFS600X500E,0.36585365853658536,1.8658536585365855,0.8536585365853658,AutoARIMA
FFS600X500E/16,0.06097560975609756,1.024390243902439,0.0975609756097561,AutoARIMA
FFS600X600E,0.024390243902439025,1.5853658536585367,0.08536585365853659,AutoARIMA
FFS600X600E/16,0.0,1.2682926829268293,0.0,AutoARIMA
FFS600X700E,0.0,0.975609756097561,0.0,AutoARIMA
FFS600X800E,0.12195121951219512,2.4634146341463414,0.12195121951219512,AutoARIMA
FFS600X800E/16,0.0,1.8780487804878048,0.0,AutoARIMA
FFS600X900E,0.024390243902439025,0.7195121951219512,0.024390243902439025,AutoARIMA
FFS700X1000E,0.07317073170731707,1.2560975609756098,0.07317073170731707,AutoARIMA
FFS700X1000E/16,0.0,1.0731707317073171,0.0,AutoARIMA
FFS700X300E,0.0,0.8292682926829268,0.0,AutoARIMA
FFS700X300E/16,0.04878048780487805,1.0853658536585367,0.04878048780487805,AutoARIMA
FFS700X500E,0.024390243902439025,1.2804878048780488,0.024390243902439025,AutoARIMA
FFS700X600E,0.0,1.3780487804878048,0.0,AutoARIMA
FFS800X1000E,0.12195121951219512,1.353658536585366,0.1951219512195122,AutoARIMA
FFS800X1000E/16,0.12195121951219512,1.6829268292682926,0.12195121951219512,AutoARIMA
FFS800X200E,0.17073170731707318,1.3780487804878048,0.17073170731707318,AutoARIMA
FFS800X300E,0.07317073170731707,1.670731707317073,0.07317073170731707,AutoARIMA
FFS800X300E/16,0.07317073170731707,1.9634146341463414,0.07317073170731707,AutoARIMA
FFS800X400E,0.04878048780487805,1.6585365853658536,0.04878048780487805,AutoARIMA
FFS800X500E,0.3170731707317073,1.146341463414634,0.3780487804878049,AutoARIMA
FFS800X500E/16,0.0,1.024390243902439,0.0,AutoARIMA
FFS800X600E,0.0975609756097561,2.8902439024390243,0.0975609756097561,AutoARIMA
FFS800X800E,0.12195121951219512,1.0365853658536586,0.12195121951219512,AutoARIMA
FFS900X2000E,0.0,1.475609756097561,0.0,AutoARIMA
FFS900X500E/16,0.07317073170731707,1.0975609756097562,0.07317073170731707,AutoARIMA
FS050X1000E,0.12195121951219512,0.975609756097561,0.12195121951219512,AutoARIMA
FS050X500E,1.6829268292682926,2.4878048780487805,1.5121951219512195,Prophet
FS065X1000E,0.07317073170731707,1.6219512195121952,0.07317073170731707,AutoARIMA
FS065X345E,0.5609756097560976,1.8658536585365855,0.5975609756097561,AutoARIMA
FS080X1000E,3.1463414634146343,4.5,3.4878048780487805,AutoARIMA
FS080X350E,5.780487804878049,7.7560975609756095,6.414634146341464,AutoARIMA
FS1000X1000E,0.07317073170731707,0.9878048780487805,0.07317073170731707,AutoARIMA
FS1000X600E,0.3170731707317073,2.7560975609756095,0.4146341463414634,AutoARIMA
FS100X1000E,3.2439024390243905,4.573170731707317,3.9390243902439024,AutoARIMA
FS100X360E,15.195121951219512,20.365853658536587,15.25609756097561,AutoARIMA
FS1200X1000E,0.07317073170731707,2.3780487804878048,0.07317073170731707,AutoARIMA
FS1200X600E,0.04878048780487805,1.7560975609756098,0.04878048780487805,AutoARIMA
FS125X370E,2.8902439024390243,3.707317073170732,3.426829268292683,AutoARIMA
FS150X1000E,3.1341463414634148,4.378048780487805,3.768292682926829,AutoARIMA
FS150X380E,12.170731707317072,16.963414634146343,14.475609756097562,AutoARIMA
FS200X1000E,2.3902439024390243,4.134146341463414,3.0853658536585367,AutoARIMA
FS200X1000E/16,2.0,2.6341463414634148,1.9634146341463414,Prophet
FS200X400E,6.7560975609756095,7.597560975609756,9.926829268292684,AutoARIMA
FS200X400E/16,2.0,2.792682926829268,2.231707317073171,AutoARIMA
FS250X1000E,1.2682926829268293,1.9634146341463414,1.353658536585366,AutoARIMA
FS250X1000E/16,1.7073170731707317,2.402439024390244,1.853658536585366,AutoARIMA
FS250X420E,3.1707317073170733,4.463414634146342,3.2439024390243905,AutoARIMA
FS250X420E/16,2.731707317073171,3.817073170731707,2.8902439024390243,AutoARIMA
FS300X1000E,5.158536585365853,6.463414634146342,4.780487804878049,Prophet
FS300X1000E/16,0.12195121951219512,1.4146341463414633,0.4268292682926829,AutoARIMA
FS300X440E,3.6097560975609757,3.902439024390244,3.3780487804878048,Prophet
FS300X440E/16,1.7317073170731707,4.2682926829268295,3.6951219512195124,AutoARIMA
FS350X1000E,0.04878048780487805,2.2439024390243905,0.04878048780487805,AutoARIMA
FS350X1000E/16,0.0,2.158536585365854,0.0,AutoARIMA
FS350X460E,0.0975609756097561,2.426829268292683,0.2926829268292683,AutoARIMA
FS350X460E/16,0.6585365853658537,2.1097560975609757,1.0609756097560976,AutoARIMA
FS400X1000E,0.8292682926829268,2.1707317073170733,1.1341463414634145,AutoARIMA
FS400X1000E/16,0.0,1.0609756097560976,0.0,AutoARIMA
FS400X480E,3.1219512195121952,4.7560975609756095,3.6219512195121952,AutoARIMA
FS400X480E/16,2.1219512195121952,4.304878048780488,4.365853658536586,AutoARIMA
FS450X1000E,0.0,1.0609756097560976,0.0,AutoARIMA
FS450X1000E/16,0.0,2.682926829268293,0.0,AutoARIMA
FS450X500E,0.0,1.451219512195122,0.0,AutoARIMA
FS450X500E/16,0.024390243902439025,1.951219512195122,0.036585365853658534,AutoARIMA
FS500X1000E,1.1219512195121952,2.475609756097561,1.2804878048780488,AutoARIMA
FS500X1000E/16,0.0975609756097561,1.5121951219512195,0.0975609756097561,AutoARIMA
FS500X520E,1.5365853658536586,2.0609756097560976,1.2439024390243902,Prophet
FS500X520E/16,0.7317073170731707,1.8902439024390243,1.1097560975609757,AutoARIMA
FS600X1000E,0.024390243902439025,1.0,0.34146341463414637,AutoARIMA
FS600X1000E/16,0.0,2.475609756097561,0.0,AutoARIMA
FS600X560E,1.3170731707317074,1.6829268292682926,0.8902439024390244,Prophet
FS600X560E/16,0.4146341463414634,1.6585365853658536,0.573170731707317,AutoARIMA
FS700X1000E,0.0,1.8414634146341464,0.0,AutoARIMA
FS700X600E,0.24390243902439024,1.670731707317073,0.3048780487804878,AutoARIMA
FS700X600E/16,0.024390243902439025,1.3414634146341464,0.04878048780487805,AutoARIMA
FS800X1000E,0.2682926829268293,1.4024390243902438,0.2926829268292683,AutoARIMA
FS800X1000E/16,0.0,1.3048780487804879,0.0,AutoARIMA
FS800X600E,0.7439024390243902,2.158536585365854,0.8414634146341463,AutoARIMA
FS800X600E/16,0.0,2.5609756097560976,0.0,AutoARIMA
FS900X600E,0.0,1.0975609756097562,0.0,AutoARIMA
FWS050E,0.2682926829268293,3.292682926829268,0.573170731707317,AutoARIMA
FWS080E,26.548780487804876,28.853658536585368,26.865853658536587,AutoARIMA
FWS100E,26.475609756097562,34.048780487804876,31.609756097560975,AutoARIMA
FWS150E,14.646341463414634,17.51219512195122,15.402439024390244,AutoARIMA
FWS200/200E,3.402439024390244,4.012195121951219,3.475609756097561,AutoARIMA
FWS200/200E/16,0.0975609756097561,2.8902439024390243,0.25609756097560976,AutoARIMA
FWS200/225E,4.780487804878049,5.585365853658536,4.878048780487805,AutoARIMA
FWS200/225E/16,0.0975609756097561,2.0609756097560976,0.9024390243902439,AutoARIMA
FWS200E,0.04878048780487805,2.8292682926829267,0.04878048780487805,AutoARIMA
FWS200E/16,0.0,1.2317073170731707,0.06097560975609756,AutoARIMA
FWS250/250E,1.4146341463414633,2.3292682926829267,1.1585365853658536,Prophet
FWS250/280E,1.2682926829268293,1.5853658536585367,1.2073170731707317,Prophet
FWS250/280E/16,0.07317073170731707,1.0,0.07317073170731707,AutoARIMA
FWS250E,0.024390243902439025,1.951219512195122,0.024390243902439025,AutoARIMA
FWS250E/16,0.024390243902439025,0.9390243902439024,0.024390243902439025,AutoARIMA
FWS300E,2.1707317073170733,3.6219512195121952,2.3902439024390243,AutoARIMA
FWS300E/16,0.0975609756097561,1.146341463414634,0.4634146341463415,AutoARIMA
FWS400/450E/16,0.0,1.7926829268292683,0.07317073170731707,AutoARIMA
FWS400E,1.1951219512195121,2.4146341463414633,1.048780487804878,Prophet
FWS400E/16,0.0,0.975609756097561,0.0,AutoARIMA
FWS500E,0.0975609756097561,1.1829268292682926,0.23170731707317074,AutoARIMA
FWS600E,0.0,0.6951219512195121,0.0,AutoARIMA
MKS100<22E,0.0,2.597560975609756,0.0,AutoARIMA
MKS100<45E,9.365853658536585,12.426829268292684,9.634146341463415,AutoARIMA
MKS150<22E,0.0975609756097561,1.4146341463414633,0.12195121951219512,AutoARIMA
MKS150<45E,1.8780487804878048,2.048780487804878,2.573170731707317,AutoARIMA
MKS200<45E,0.0975609756097561,2.0609756097560976,0.21951219512195122,AutoARIMA
MMAS080X50E,0.45121951219512196,1.524390243902439,0.7195121951219512,AutoARIMA
MMAS080X80E,1.9268292682926829,3.5365853658536586,2.451219512195122,AutoARIMA
MMAS1000X1000E,0.0,1.4878048780487805,0.04878048780487805,AutoARIMA
MMAS1000X150E,0.0,0.7804878048780488,0.0,AutoARIMA
MMAS1000X250E,0.0,1.0731707317073171,0.0,AutoARIMA
MMAS1000X400E,0.0,1.0853658536585367,0.35365853658536583,AutoARIMA
MMAS1000X600E,0.0,4.585365853658536,0.0,AutoARIMA
MMAS100X100E,4.658536585365853,5.853658536585366,4.634146341463414,Prophet
MMAS100X50E,5.146341463414634,4.865853658536586,7.280487804878049,N-BEATS
MMAS100X80E,14.341463414634147,20.28048780487805,15.878048780487806,AutoARIMA
MMAS1200X200E,0.0,1.4878048780487805,0.0,AutoARIMA
MMAS1200X400E,0.0,3.3536585365853657,0.0,AutoARIMA
MMAS1200X600E,0.0,2.426829268292683,0.0,AutoARIMA
MMAS125X100E,0.2682926829268293,1.6097560975609757,0.7195121951219512,AutoARIMA
MMAS125X80E,1.170731707317073,2.524390243902439,1.5365853658536586,AutoARIMA
MMAS150X100E,3.4878048780487805,5.146341463414634,4.2682926829268295,AutoARIMA
MMAS150X125E,0.0,2.792682926829268,0.0,AutoARIMA
MMAS150X150E,1.2439024390243902,2.0609756097560976,1.6829268292682926,AutoARIMA
MMAS150X50E,1.5121951219512195,3.158536585365854,1.7317073170731707,AutoARIMA
MMAS150X80E,11.524390243902438,14.341463414634147,13.207317073170731,AutoARIMA
MMAS200X100E,2.1463414634146343,2.8780487804878048,2.2560975609756095,AutoARIMA
MMAS200X150E,1.0731707317073171,3.1341463414634148,1.353658536585366,AutoARIMA
MMAS200X200E,0.07317073170731707,1.2317073170731707,0.4146341463414634,AutoARIMA
MMAS200X200E/16,0.04878048780487805,1.2682926829268293,0.04878048780487805,AutoARIMA
MMAS200X80E,6.682926829268292,8.536585365853659,6.829268292682927,AutoARIMA
MMAS250X100E,3.8292682926829267,5.963414634146342,4.2317073170731705,AutoARIMA
MMAS250X150E,1.5121951219512195,3.182926829268293,1.5731707317073171,AutoARIMA
MMAS250X200E,0.21951219512195122,1.5853658536585367,0.21951219512195122,AutoARIMA
MMAS250X200E/16,0.024390243902439025,1.8414634146341464,0.024390243902439025,AutoARIMA
MMAS250X250E,0.21951219512195122,1.646341463414634,0.21951219512195122,AutoARIMA
MMAS250X250E/16,1.1951219512195121,2.3902439024390243,1.670731707317073,AutoARIMA
MMAS250X80E,3.3658536585365852,8.036585365853659,4.390243902439025,AutoARIMA
MMAS300X100E,3.3658536585365852,3.8780487804878048,3.658536585365854,AutoARIMA
MMAS300X150E,0.7317073170731707,2.2439024390243905,0.9390243902439024,AutoARIMA
MMAS300X200E,0.17073170731707318,1.5609756097560976,0.18292682926829268,AutoARIMA
MMAS300X200E/16,0.7560975609756098,2.1097560975609757,0.7560975609756098,AutoARIMA
MMAS300X250E,0.0,1.5365853658536586,0.0,AutoARIMA
MMAS300X250E/16,0.12195121951219512,1.1951219512195121,0.12195121951219512,AutoARIMA
MMAS300X300E,0.024390243902439025,1.6097560975609757,0.036585365853658534,AutoARIMA
MMAS300X300E/16,0.21951219512195122,1.5731707317073171,0.23170731707317074,AutoARIMA
MMAS300X80E,2.768292682926829,3.231707317073171,2.475609756097561,Prophet
MMAS350X100E,0.07317073170731707,1.2804878048780488,0.21951219512195122,AutoARIMA
MMAS350X150E,0.0975609756097561,1.5731707317073171,0.17073170731707318,AutoARIMA
MMAS350X200E,0.04878048780487805,1.4268292682926829,0.04878048780487805,AutoARIMA
MMAS350X200E/16,0.04878048780487805,1.2804878048780488,0.04878048780487805,AutoARIMA
MMAS350X250E,0.0,1.6585365853658536,0.0,AutoARIMA
MMAS350X250E/16,0.14634146341463414,3.3658536585365852,0.3048780487804878,AutoARIMA
MMAS350X300E,0.0,0.9146341463414634,0.0,AutoARIMA
MMAS350X350E,0.0,1.1219512195121952,0.0,AutoARIMA
MMAS350X350E/16,0.17073170731707318,3.2439024390243905,0.24390243902439024,AutoARIMA
MMAS350X80E,0.0,1.353658536585366,0.04878048780487805,AutoARIMA
MMAS400X100E,1.024390243902439,2.7560975609756095,1.5609756097560976,AutoARIMA
MMAS400X100E/16,0.0,3.231707317073171,0.0,AutoARIMA
MMAS400X150E,0.7560975609756098,2.475609756097561,0.9390243902439024,AutoARIMA
MMAS400X150E/NT,0.0,1.170731707317073,0.0,AutoARIMA
MMAS400X200E,0.3902439024390244,2.841463414634146,0.4146341463414634,AutoARIMA
MMAS400X200E/16,0.4146341463414634,3.2804878048780486,0.45121951219512196,AutoARIMA
MMAS400X250E,0.024390243902439025,1.0975609756097562,0.024390243902439025,AutoARIMA
MMAS400X300E,0.0,4.378048780487805,0.0,AutoARIMA
MMAS400X300E/16,0.07317073170731707,1.951219512195122,0.07317073170731707,AutoARIMA
MMAS400X400E,0.04878048780487805,2.048780487804878,0.04878048780487805,AutoARIMA
MMAS400X400E/16,0.0,1.4390243902439024,0.0,AutoARIMA
MMAS400X80E,1.353658536585366,2.073170731707317,1.0365853658536586,Prophet
MMAS450X100E,0.07317073170731707,1.2195121951219512,0.07317073170731707,AutoARIMA
MMAS450X150E,0.07317073170731707,2.048780487804878,0.07317073170731707,AutoARIMA
MMAS500X100E,0.7560975609756098,2.5121951219512195,0.9390243902439024,AutoARIMA
MMAS500X150E,0.2926829268292683,1.829268292682927,0.35365853658536583,AutoARIMA
MMAS500X200E,0.024390243902439025,0.9878048780487805,0.06097560975609756,AutoARIMA
MMAS500X200E/16,0.07317073170731707,1.6585365853658536,0.08536585365853659,AutoARIMA
MMAS500X300E,0.14634146341463414,3.926829268292683,0.14634146341463414,AutoARIMA
MMAS500X400E,0.0,1.8048780487804879,0.0,AutoARIMA
MMAS500X400E/16,0.0,1.3780487804878048,0.0,AutoARIMA
MMAS500X500E,0.0,1.2804878048780488,0.0,AutoARIMA
MMAS500X80E,0.24390243902439024,1.2682926829268293,0.24390243902439024,AutoARIMA
MMAS600X100E,0.4634146341463415,1.3902439024390243,0.5121951219512195,AutoARIMA
MMAS600X150E,0.9512195121951219,2.3048780487804876,1.0853658536585367,AutoARIMA
MMAS600X200E,0.024390243902439025,2.6707317073170733,0.08536585365853659,AutoARIMA
MMAS600X200E/16,0.17073170731707318,2.0121951219512195,0.23170731707317074,AutoARIMA
MMAS600X250E,0.024390243902439025,1.6585365853658536,0.024390243902439025,AutoARIMA
MMAS600X250E/16,0.0,1.3780487804878048,0.14634146341463414,AutoARIMA
MMAS600X300E,0.04878048780487805,1.1829268292682926,0.04878048780487805,AutoARIMA
MMAS600X400E,0.0,0.8658536585365854,0.04878048780487805,AutoARIMA
MMAS600X400E/16,0.024390243902439025,3.0,0.024390243902439025,AutoARIMA
MMAS600X500E,0.024390243902439025,1.4146341463414633,0.024390243902439025,AutoARIMA
MMAS600X500E/16,0.0,1.2195121951219512,0.0,AutoARIMA
MMAS600X600E,0.0,0.9634146341463414,0.024390243902439025,AutoARIMA
MMAS600X600E/16,0.024390243902439025,1.3170731707317074,0.024390243902439025,AutoARIMA
MMAS600X80E,0.21951219512195122,3.4634146341463414,0.21951219512195122,AutoARIMA
MMAS700X200E,0.024390243902439025,1.2317073170731707,0.024390243902439025,AutoARIMA
MMAS700X200E/16,0.04878048780487805,1.9878048780487805,0.04878048780487805,AutoARIMA
MMAS800X100E,0.024390243902439025,1.0609756097560976,0.024390243902439025,AutoARIMA
MMAS800X150E,0.17073170731707318,1.0,0.17073170731707318,AutoARIMA
MMAS800X200E,0.024390243902439025,1.2804878048780488,0.024390243902439025,AutoARIMA
MMAS800X250E,0.024390243902439025,1.2560975609756098,0.024390243902439025,AutoARIMA
MMAS800X300E,0.024390243902439025,1.548780487804878,0.024390243902439025,AutoARIMA
MMAS800X400E,0.0,1.451219512195122,0.0,AutoARIMA
MMAS800X500E,0.0,1.0121951219512195,0.0,AutoARIMA
MMAS800X600E,0.0,0.6707317073170732,0.0,AutoARIMA
MMAS800X800E,0.0,2.8536585365853657,0.024390243902439025,AutoARIMA
MMBS080X80E,0.4878048780487805,1.7682926829268293,0.7804878048780488,AutoARIMA
MMBS100X100E,3.7560975609756095,9.292682926829269,6.780487804878049,AutoARIMA
MMBS100X80E,0.4146341463414634,3.8536585365853657,0.7804878048780488,AutoARIMA
MMBS150X100E,2.1951219512195124,3.0,2.475609756097561,AutoARIMA
MMBS150X150E,2.4634146341463414,3.0,2.658536585365854,AutoARIMA
MMBS150X80E,0.21951219512195122,1.829268292682927,0.8170731707317073,AutoARIMA
MMBS200X100E,0.0,2.024390243902439,0.7195121951219512,AutoARIMA
MMBS200X150E,1.1951219512195121,2.8536585365853657,1.353658536585366,AutoARIMA
MMBS200X200E,2.0121951219512195,3.3902439024390243,2.5,AutoARIMA
MMBS200X80E,0.0,1.6341463414634145,0.6463414634146342,AutoARIMA
MMBS250X100E,0.8292682926829268,1.6585365853658536,0.9146341463414634,AutoARIMA
MMBS250X150E,0.4146341463414634,1.6585365853658536,0.4146341463414634,AutoARIMA
MMBS250X200E,0.0,1.170731707317073,0.08536585365853659,AutoARIMA
MMBS250X250E,0.8658536585365854,1.5975609756097562,1.548780487804878,AutoARIMA
MMBS250X80E,0.1951219512195122,1.5975609756097562,0.1951219512195122,AutoARIMA
MMBS300X100E,0.17073170731707318,1.7195121951219512,0.25609756097560976,AutoARIMA
MMBS300X150E,1.9268292682926829,2.975609756097561,1.9390243902439024,AutoARIMA
MMBS300X200E,0.3170731707317073,1.3902439024390243,0.34146341463414637,AutoARIMA
MMBS300X250E,0.0,2.1951219512195124,0.0,AutoARIMA
MMBS300X300E,0.4634146341463415,1.3780487804878048,0.8536585365853658,AutoARIMA
MMBS300X80E,0.0,1.1341463414634145,0.036585365853658534,AutoARIMA
MMBS350X100E,0.0,2.4390243902439024,0.012195121951219513,AutoARIMA
MMBS350X350E,0.0,2.073170731707317,0.0,AutoARIMA
MMBS400X100E,0.024390243902439025,0.8536585365853658,0.024390243902439025,AutoARIMA
MMBS400X150E,0.0,1.5731707317073171,0.0,AutoARIMA
MMBS400X200E,0.0,1.8658536585365855,0.0,AutoARIMA
MMBS400X250E,0.024390243902439025,0.9024390243902439,0.024390243902439025,AutoARIMA
MMBS400X300E,0.0,1.353658536585366,0.0,AutoARIMA
MMBS400X400E,0.0,1.329268292682927,0.0,AutoARIMA
MMBS500X200E,0.0,1.0365853658536586,0.0,AutoARIMA
MMKS080<11E,4.853658536585366,6.7682926829268295,5.402439024390244,AutoARIMA
MMKS080<22E,4.853658536585366,5.012195121951219,6.2926829268292686,AutoARIMA
MMKS080<30E,3.048780487804878,3.597560975609756,3.426829268292683,AutoARIMA
MMKS080<45E,7.573170731707317,8.75609756097561,8.329268292682928,AutoARIMA
MMKS100<11E,20.073170731707318,25.073170731707318,23.28048780487805,AutoARIMA
MMKS100<22E,14.682926829268293,17.975609756097562,17.304878048780488,AutoARIMA
